upazila_id,village_id,farmer_id,waterlevel,waterunit,plantdate,measuredate,districtname,measure1,measure2,visit,DistrictName,Upazila,treatment,anymarginal,afterharvest,plantdate1,dat,dryfield
8,70,645,2,1,2017-01-01,2017-03-18,Mymensingh,2017-03-19,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-01,76,0
8,70,645,7,1,2017-01-02,2017-04-26,Mymensingh,2017-03-19,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-01,115,0
8,70,646,2.5,1,2016-12-31,2017-04-26,Mymensingh,2017-03-19,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-01,115,0
8,70,646,0,1,2017-01-01,2017-03-18,Mymensingh,2017-03-19,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-01,76,1
8,70,647,3,1,2017-01-03,2017-04-26,Mymensingh,2017-03-19,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-03,113,0
8,70,647,3,1,2017-01-03,2017-03-18,Mymensingh,2017-03-19,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-03,74,0
8,70,648,2,1,2017-01-02,2017-03-18,Mymensingh,2017-03-19,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-02,75,0
8,70,648,1,1,2016-12-31,2017-04-26,Mymensingh,2017-03-19,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-02,114,0
8,70,649,0,1,2017-01-01,2017-03-18,Mymensingh,2017-03-19,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-01,76,1
8,70,649,3.5,1,2017-01-02,2017-04-26,Mymensingh,2017-03-19,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-01,115,0
8,70,650,6,1,2017-01-04,2017-04-26,Mymensingh,2017-03-19,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-02,114,0
8,70,650,2,1,2017-01-02,2017-03-18,Mymensingh,2017-03-19,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-02,75,0
8,71,651,0,1,2017-01-20,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-21,77,1
8,71,651,3,1,2017-01-21,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-21,64,0
8,71,652,2.5,1,2017-01-20,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-20,65,0
8,71,652,0,1,2017-01-17,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-20,78,1
8,71,653,3,1,2017-01-19,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,66,0
8,71,653,0,1,2017-01-16,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,79,1
8,71,654,0,1,2017-01-17,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,79,1
8,71,654,4,1,2017-01-19,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,66,0
8,71,655,4,1,2017-01-19,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,66,0
8,71,655,0,1,2017-01-21,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,79,1
8,71,656,0,1,2017-01-16,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,80,1
8,71,656,5,1,2017-01-18,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,67,0
8,71,657,0,1,2017-01-16,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,80,1
8,71,657,2.5,1,2017-01-18,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,67,0
8,71,658,0,1,2017-01-18,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,82,1
8,71,658,4,1,2017-01-16,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,69,0
8,71,659,0,1,2017-01-20,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-21,77,1
8,71,659,2,1,2017-01-21,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-21,64,0
8,71,660,0,1,2017-01-16,2017-04-08,Mymensingh,2017-03-26,2017-04-07,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,79,1
8,71,660,3.5,1,2017-01-19,2017-03-26,Mymensingh,2017-03-26,2017-04-07,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,66,0
8,72,661,2,1,2017-01-28,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-28,42,0
8,72,661,4,1,2017-01-27,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-28,79,0
8,72,662,2.5,1,2017-01-23,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-27,80,0
8,72,662,3.5,1,2017-01-27,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-27,43,0
8,72,663,3.5,1,2017-01-22,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-31,76,0
8,72,663,8,1,2017-01-31,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-31,39,0
8,72,664,4,1,2017-01-27,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-03,73,0
8,72,664,4,1,2017-02-03,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-03,36,0
8,72,665,3,1,2017-01-22,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-29,78,0
8,72,665,5.5,1,2017-01-29,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-29,41,0
8,72,666,3,1,2017-01-24,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-01,75,0
8,72,666,4.5,1,2017-02-01,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-01,38,0
8,72,667,4,1,2017-01-29,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-29,41,0
8,72,667,5,1,2017-01-24,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-29,78,0
8,72,668,13,1,2017-01-29,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,77,0
8,72,668,2.5,1,2017-01-30,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,40,0
8,72,669,10,1,2017-02-01,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,77,0
8,72,669,2.5,1,2017-01-30,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,40,0
8,72,670,6,1,2017-01-18,2017-04-17,Mymensingh,2017-03-11,2017-04-18,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-01,75,0
8,72,670,0,1,2017-02-01,2017-03-11,Mymensingh,2017-03-11,2017-04-18,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-01,38,1
8,73,671,0,1,2017-01-31,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-31,37,1
8,73,671,3.5,1,2017-01-25,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-31,84,0
8,73,672,0,1,2017-01-30,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-30,38,1
8,73,672,6,1,2017-01-26,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-30,85,0
8,73,673,5,1,2017-01-27,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-03,81,0
8,73,673,1.5,1,2017-02-03,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-03,34,0
8,73,674,2,1,2017-02-05,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-05,32,0
8,73,674,5.5,1,2017-01-31,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-05,79,0
8,73,675,2.5,1,2017-02-05,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-05,79,0
8,73,675,2.5,1,2017-02-05,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-05,32,0
8,73,676,3,1,2017-01-25,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-31,84,0
8,73,676,3,1,2017-01-31,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-31,37,0
8,73,677,2.5,1,2017-01-28,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-02,82,0
8,73,677,2,1,2017-02-02,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-02,35,0
8,73,678,2.5,1,2017-02-02,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-02,82,0
8,73,678,0,1,2017-02-02,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-02,35,1
8,73,679,2,1,2017-02-02,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-02,35,0
8,73,679,5,1,2017-02-03,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-02,82,0
8,73,680,3,1,2017-02-02,2017-03-09,Mymensingh,2017-03-09,2017-04-24,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-02,35,0
8,73,680,13,1,2017-01-31,2017-04-25,Mymensingh,2017-03-09,2017-04-24,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-02-02,82,0
8,74,681,3,1,2017-01-19,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,66,0
8,74,681,0,1,2017-01-18,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,79,1
8,74,682,5,1,2017-01-18,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,67,0
8,74,682,3,1,2017-01-19,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,80,0
8,74,683,4,1,2017-01-17,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,68,0
8,74,683,0,1,2017-01-21,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,81,1
8,74,684,7,1,2017-01-18,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,67,0
8,74,684,3,1,2017-01-18,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,80,0
8,74,685,0,1,2017-01-16,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-15,83,1
8,74,685,5,1,2017-01-15,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-15,70,0
8,74,686,0,1,2017-01-18,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,81,1
8,74,686,3,1,2017-01-17,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,68,0
8,74,687,0,1,2017-01-17,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,82,1
8,74,687,4,1,2017-01-16,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,69,0
8,74,688,5,1,2017-01-18,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,67,0
8,74,688,0,1,2017-01-19,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,80,1
8,74,689,2,1,2017-01-16,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,69,0
8,74,689,0,1,2017-01-16,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,82,1
8,74,690,3,1,2017-01-17,2017-03-26,Mymensingh,2017-03-26,2017-04-08,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,68,0
8,74,690,0,1,2017-01-18,2017-04-08,Mymensingh,2017-03-26,2017-04-08,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,81,1
8,75,691,2,1,2017-01-17,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,63,0
8,75,691,0,1,2017-01-16,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,108,1
8,75,692,0,1,2017-01-17,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-15,110,1
8,75,692,1,1,2017-01-15,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-15,65,0
8,75,693,0,1,2017-01-20,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,109,1
8,75,693,3,1,2017-01-16,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,64,0
8,75,694,2,1,2017-01-19,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,61,0
8,75,694,0,1,2017-01-21,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,106,1
8,75,695,0,1,2017-01-19,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,61,1
8,75,695,0,1,2017-01-24,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,106,1
8,75,696,0,1,2017-01-16,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-14,111,1
8,75,696,4,1,2017-01-14,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-14,66,0
8,75,697,0,1,2017-01-17,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-15,110,1
8,75,697,2.5,1,2017-01-15,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-15,65,0
8,75,698,0,1,2017-01-14,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-14,66,1
8,75,698,2,1,2017-01-19,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-14,111,0
8,75,699,5,1,2017-01-16,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,64,0
8,75,699,0,1,2017-01-22,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-16,109,1
8,75,700,3,1,2017-01-18,2017-03-21,Mymensingh,2017-03-20,2017-05-05,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,62,0
8,75,700,0,1,2017-01-20,2017-05-05,Mymensingh,2017-03-20,2017-05-05,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-18,107,1
8,76,701,0,1,2017-01-30,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,44,1
8,76,701,0,1,2017-01-20,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,94,1
8,76,702,0,1,2017-01-19,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-03,90,1
8,76,702,2.5,1,2017-02-03,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-03,40,0
8,76,703,2,1,2017-02-02,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-02,41,0
8,76,703,0,1,2017-01-21,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-02,91,1
8,76,704,0,1,2017-01-21,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-31,93,1
8,76,704,1.5,1,2017-01-31,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-31,43,0
8,76,705,0,1,2017-01-23,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,94,1
8,76,705,0,1,2017-01-30,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,44,1
8,76,706,0,1,2017-01-31,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-31,43,1
8,76,706,0,1,2017-01-24,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-31,93,1
8,76,707,0,1,2017-02-06,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-06,37,1
8,76,707,0,1,2017-01-22,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-06,87,1
8,76,708,0,1,2017-01-26,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-03,90,1
8,76,708,1,1,2017-02-03,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-03,40,0
8,76,709,2,1,2017-01-28,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-28,46,0
8,76,709,0,1,2017-01-25,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-28,96,1
8,76,710,0,1,2017-01-18,2017-05-04,Mymensingh,2017-03-15,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,94,1
8,76,710,3,1,2017-01-30,2017-03-15,Mymensingh,2017-03-15,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,44,0
8,77,711,5,1,2017-01-29,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-29,43,0
8,77,711,0,1,2017-01-20,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-29,97,1
8,77,712,10,1,2017-01-30,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,42,0
8,77,712,7,1,2017-01-22,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,96,0
8,77,713,17,1,2017-01-22,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,96,0
8,77,713,6,1,2017-01-30,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-30,42,0
8,77,714,0,1,2017-01-19,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-31,95,1
8,77,714,0,1,2017-01-31,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-31,41,1
8,77,715,5,1,2017-01-22,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-22,50,0
8,77,715,0,1,2017-01-22,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-22,104,1
8,77,716,0,1,2017-02-02,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-02,39,1
8,77,716,0,1,2017-01-21,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-02,93,1
8,77,717,2,1,2017-02-01,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-01,40,0
8,77,717,0,1,2017-01-20,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-02-01,94,1
8,77,718,0,1,2017-01-26,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-26,46,1
8,77,718,0,1,2017-01-19,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-26,100,1
8,77,719,0,1,2017-01-22,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-18,108,1
8,77,719,4,1,2017-01-18,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-18,54,0
8,77,720,0,1,2017-01-23,2017-05-06,Mymensingh,2017-03-13,2017-05-07,2,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-16,110,1
8,77,720,2,1,2017-01-16,2017-03-13,Mymensingh,2017-03-13,2017-05-07,1,Mymensingh,Mymensingh Sadar Upazila,0,0,0,2017-01-16,56,0
8,86,721,0,1,2017-01-20,2017-05-02,Mymensingh,2017-03-20,2017-05-01,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,103,1
8,86,721,5,1,2017-01-19,2017-03-21,Mymensingh,2017-03-20,2017-05-01,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-19,61,0
8,86,722,7,1,2017-01-17,2017-03-21,Mymensingh,2017-03-20,2017-05-01,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,63,0
8,86,722,0,1,2017-01-17,2017-05-02,Mymensingh,2017-03-20,2017-05-01,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-17,105,1
8,86,723,10,1,2017-01-25,2017-05-02,Mymensingh,2017-03-20,2017-05-01,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-24,98,0
8,86,723,6,1,2017-01-24,2017-03-21,Mymensingh,2017-03-20,2017-05-01,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-24,56,0
8,86,724,0,1,2017-01-23,2017-05-02,Mymensingh,2017-03-20,2017-05-01,2,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-24,98,1
8,86,724,5,1,2017-01-24,2017-03-21,Mymensingh,2017-03-20,2017-05-01,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-24,56,0
8,86,725,0,1,2017-01-23,2017-03-21,Mymensingh,2017-03-20,2017-05-01,1,Mymensingh,Mymensingh Sadar Upazila,1,0,0,2017-01-23,57,1
