fid,village_id,farmer_id,srtm_eleva,soilclay,soilsand,soilcarbon,soilwater
870,104,901,19,24,45,3,30
871,104,902,17,24,45,3,30
872,104,903,17,26,45,4,29
873,104,904,17,26,45,4,29
874,104,905,17,23,47,4,29
875,104,906,16,26,45,4,29
876,104,907,16,26,45,4,29
877,104,908,17,23,47,4,29
878,104,909,15,23,47,4,29
879,104,910,15,24,45,3,30
880,105,911,15,26,47,4,41
881,105,912,15,26,47,4,41
882,105,913,15,26,47,4,41
883,105,914,15,26,47,4,41
884,105,915,15,26,47,4,41
885,105,916,15,26,47,4,41
886,105,917,15,26,47,4,41
887,105,918,15,26,47,4,41
888,105,919,15,26,47,4,41
889,105,920,15,26,47,4,41
890,106,921,14,28,45,5,37
891,106,922,14,28,45,5,37
892,106,923,13,27,46,4,35
893,106,924,14,28,45,5,37
894,106,925,13,27,46,4,35
895,106,926,14,28,45,5,37
896,106,927,13,27,46,4,35
897,106,928,14,28,45,5,37
898,106,929,12,28,45,5,37
899,106,930,13,28,45,5,37
900,107,931,17,26,47,6,35
901,107,932,15,25,49,5,34
902,107,933,15,26,47,6,35
903,107,934,15,25,49,5,34
904,107,935,15,25,49,5,34
905,107,936,15,25,49,5,34
906,107,937,15,25,49,5,34
907,107,938,15,25,49,5,34
908,107,939,15,26,47,6,35
909,107,940,17,26,47,6,35
910,108,941,18,27,47,4,35
911,108,942,18,27,47,4,35
912,108,943,18,27,47,4,35
913,108,944,18,27,47,4,35
914,108,945,18,27,47,4,35
915,108,946,17,27,47,4,35
916,108,947,17,27,47,4,35
917,108,948,17,27,47,4,35
918,108,949,17,26,48,4,34
919,108,950,17,26,48,4,34
920,109,951,16,28,45,6,35
921,109,952,16,27,48,6,36
922,109,953,14,27,48,6,36
923,109,954,14,27,48,6,36
924,109,955,14,27,48,6,36
925,109,956,16,27,48,6,36
926,109,957,15,28,46,7,40
927,109,958,15,28,45,6,35
928,109,959,15,28,46,7,40
929,109,960,16,27,48,6,36
930,110,961,15,25,47,4,36
931,110,962,15,25,47,4,36
932,110,963,15,25,47,4,36
933,110,964,15,25,47,4,36
934,110,965,15,25,47,4,36
935,110,966,15,25,47,4,36
936,110,967,15,25,47,4,36
937,110,968,15,25,47,4,36
938,110,969,15,25,47,4,36
939,110,970,15,25,47,4,36
940,111,971,15,24,48,4,35
941,111,972,16,24,48,4,35
942,111,973,16,24,48,4,35
943,111,974,15,24,48,4,35
944,111,975,16,24,48,4,35
945,111,976,15,24,48,4,35
946,111,977,13,24,48,4,35
947,111,978,13,24,48,4,35
948,111,979,13,24,48,4,35
949,111,980,13,24,48,4,35
950,112,981,16,25,48,4,35
951,112,982,18,25,48,4,35
952,112,983,16,25,48,4,35
953,112,984,16,25,48,4,35
954,112,985,18,25,48,4,35
955,112,986,18,25,48,4,35
956,112,987,18,27,47,4,37
957,112,988,18,27,47,4,37
958,112,989,16,27,47,4,37
959,112,990,16,25,48,4,35
960,113,991,19,28,47,6,42
961,113,992,19,28,47,6,42
962,113,993,16,28,47,6,42
963,113,994,19,28,47,6,43
964,113,995,16,28,47,6,42
965,113,996,17,28,47,6,43
966,113,997,14,28,47,6,43
967,113,998,14,28,46,6,38
968,113,999,15,28,46,6,38
969,113,1000,16,28,47,6,42
970,114,1001,16,30,43,5,37
971,114,1002,16,30,43,5,37
972,114,1003,16,30,43,5,37
973,114,1004,16,30,43,5,37
974,114,1005,16,30,43,5,37
975,114,1006,16,30,43,5,37
976,114,1007,16,30,43,5,37
977,114,1008,16,30,43,5,37
978,114,1009,16,30,43,5,37
979,114,1010,16,30,43,5,37
980,115,1011,17,26,47,4,35
981,115,1012,17,26,47,4,35
982,115,1013,19,26,47,4,35
983,115,1014,16,27,48,5,36
984,115,1015,17,27,45,6,37
985,115,1016,15,27,48,5,36
986,115,1017,17,27,45,6,37
987,115,1018,17,27,45,6,37
988,115,1019,17,26,47,4,35
989,115,1020,17,27,45,6,37
990,116,1021,14,27,47,4,32
991,116,1022,14,27,47,4,32
992,116,1023,14,27,47,4,32
993,116,1024,14,27,45,2,34
994,116,1025,14,27,47,4,32
995,116,1026,14,27,47,4,32
996,116,1027,14,27,47,4,32
997,116,1028,17,27,47,4,32
998,116,1029,14,27,47,4,32
999,116,1030,17,27,47,4,32
"1,000",117,1031,16,23,51,3,34
"1,001",117,1032,12,24,51,4,33
"1,002",117,1033,16,22,52,4,35
"1,003",117,1034,12,24,51,4,33
"1,004",117,1035,13,24,51,4,33
"1,005",117,1036,13,24,51,4,33
"1,006",117,1037,12,24,51,4,33
"1,007",117,1038,13,24,51,4,33
"1,008",117,1039,13,24,51,4,33
"1,009",117,1040,14,24,51,4,33
"1,010",118,1041,15,23,49,3,35
"1,011",118,1042,15,23,49,3,35
"1,012",118,1043,15,23,48,5,38
"1,013",118,1044,15,23,49,3,35
"1,014",118,1045,15,23,48,5,38
"1,015",118,1046,15,23,48,5,38
"1,016",118,1047,15,23,49,3,35
"1,017",118,1048,18,24,48,4,33
"1,018",118,1049,15,23,49,3,35
"1,019",118,1050,15,23,48,5,38
"1,020",119,1051,16,26,45,3,31
"1,021",119,1052,15,26,45,3,31
"1,022",119,1053,15,26,45,3,31
"1,023",119,1054,14,25,44,4,32
"1,024",119,1055,14,25,44,4,32
"1,025",119,1056,14,25,44,4,32
"1,026",119,1057,18,25,44,4,32
"1,027",119,1058,18,26,45,3,31
"1,028",119,1059,18,26,45,3,31
"1,029",119,1060,18,26,45,3,31
"1,030",120,1061,16,20,55,4,31
"1,031",120,1062,16,20,55,4,31
"1,032",120,1063,16,20,55,4,31
"1,033",120,1064,16,20,55,4,31
"1,034",120,1065,13,22,51,3,34
"1,035",120,1066,11,22,51,3,34
"1,036",120,1067,16,20,55,4,31
"1,037",120,1068,16,20,55,4,31
"1,038",120,1069,11,22,51,3,34
"1,039",120,1070,16,20,55,4,31
"1,040",121,1071,16,27,48,5,31
"1,041",121,1072,16,27,48,5,31
"1,042",121,1073,16,27,48,5,31
"1,043",121,1074,16,26,46,6,31
"1,044",121,1075,16,26,46,6,31
"1,045",121,1076,17,26,46,6,31
"1,046",121,1077,16,27,48,5,31
"1,047",121,1078,16,26,47,4,31
"1,048",121,1079,17,26,47,4,31
"1,049",121,1080,16,26,47,4,31
"1,050",122,1081,15,30,44,6,38
"1,051",122,1082,15,30,44,6,38
"1,052",122,1083,15,30,44,6,38
"1,053",122,1084,16,29,46,5,36
"1,054",122,1085,16,29,46,5,36
"1,055",122,1086,16,29,46,5,36
"1,056",122,1087,16,29,46,5,36
"1,057",122,1088,16,29,46,5,36
"1,058",122,1089,15,30,44,6,38
"1,059",122,1090,15,30,44,6,38
"1,060",123,1091,20,26,47,4,36
"1,061",123,1092,18,26,47,4,36
"1,062",123,1093,18,26,47,4,36
"1,063",123,1094,18,26,47,4,36
"1,064",123,1095,20,26,47,4,36
"1,065",123,1096,17,26,47,4,36
"1,066",123,1097,17,26,47,4,36
"1,067",123,1098,18,26,47,4,36
"1,068",123,1099,20,26,47,4,36
"1,069",123,1100,18,26,47,4,36
"1,070",124,1101,16,24,52,3,30
"1,071",124,1102,15,24,52,3,30
"1,072",124,1103,16,27,48,5,31
"1,073",124,1104,15,24,52,3,30
"1,074",124,1105,16,27,48,5,31
"1,075",124,1106,16,27,48,5,31
"1,076",124,1107,13,24,52,3,30
"1,077",124,1108,15,24,52,3,30
"1,078",124,1109,15,24,52,3,30
"1,079",124,1110,15,24,49,4,30
"1,080",125,1111,14,27,48,6,36
"1,081",125,1112,14,27,48,6,36
"1,082",125,1113,14,27,48,6,36
"1,083",125,1114,14,29,46,6,35
"1,084",125,1115,14,29,46,6,35
"1,085",125,1116,14,29,46,6,35
"1,086",125,1117,15,27,48,6,36
"1,087",125,1118,15,29,46,6,35
"1,088",125,1119,15,27,48,6,36
"1,089",125,1120,15,29,46,6,35
"1,090",126,1121,17,24,48,3,33
"1,091",126,1122,17,24,48,3,33
"1,092",126,1123,16,24,48,3,33
"1,093",126,1124,16,26,48,3,33
"1,094",126,1125,17,24,48,3,33
"1,095",126,1126,17,24,48,3,33
"1,096",126,1127,17,24,48,3,33
"1,097",126,1128,17,24,48,3,33
"1,098",126,1129,19,24,48,3,33
"1,099",126,1130,16,26,48,3,33
"1,100",127,1131,15,28,45,3,36
"1,101",127,1132,13,28,45,3,36
"1,102",127,1133,14,27,47,4,35
"1,103",127,1134,13,28,45,3,36
"1,104",127,1135,16,27,47,4,35
"1,105",127,1136,15,28,45,3,36
"1,106",127,1137,17,28,45,3,36
"1,107",127,1138,17,28,45,3,36
"1,108",127,1139,15,28,45,3,36
"1,109",127,1140,16,27,47,4,35
"1,110",128,1141,16,30,45,7,39
"1,111",128,1142,16,30,45,7,39
"1,112",128,1143,16,30,45,7,39
"1,113",128,1144,16,30,45,7,39
"1,114",128,1145,16,30,45,7,39
"1,115",128,1146,16,30,45,7,39
"1,116",128,1147,16,30,45,7,39
"1,117",128,1148,16,30,45,7,39
"1,118",128,1149,16,30,45,7,39
"1,119",128,1150,16,30,45,7,39
"1,120",129,1151,18,28,46,5,35
"1,121",129,1152,18,28,46,5,35
"1,122",129,1153,18,28,45,5,35
"1,123",129,1154,17,28,46,5,35
"1,124",129,1155,18,28,46,5,35
"1,125",129,1156,17,28,45,5,35
"1,126",129,1157,17,28,45,5,35
"1,127",129,1158,18,28,45,5,35
"1,128",129,1159,18,28,46,5,35
"1,129",129,1160,18,28,45,5,35
"1,130",130,1161,19,28,45,5,35
"1,131",130,1162,19,28,45,5,35
"1,132",130,1163,19,28,45,5,35
"1,133",130,1164,17,28,45,5,35
"1,134",130,1165,17,28,45,5,35
"1,135",130,1166,19,28,45,5,35
"1,136",130,1167,19,28,45,5,35
"1,137",130,1168,17,28,45,5,35
"1,138",130,1169,17,28,45,5,35
"1,139",130,1170,19,28,45,5,35
"1,140",131,1171,18,26,50,5,37
"1,141",131,1172,20,26,49,4,36
"1,142",131,1173,20,26,49,4,36
"1,143",131,1174,19,28,47,5,37
"1,144",131,1175,19,28,47,5,37
"1,145",131,1176,19,24,50,4,37
"1,146",131,1177,21,24,50,4,37
"1,147",131,1178,20,26,49,4,36
"1,148",131,1179,19,24,50,4,37
"1,149",131,1180,20,26,49,4,36
"1,150",132,1181,14,26,48,5,35
"1,151",132,1182,14,26,48,5,35
"1,152",132,1183,14,26,48,5,35
"1,153",132,1184,14,26,48,5,35
"1,154",132,1185,15,26,48,5,33
"1,155",132,1186,15,26,48,5,33
"1,156",132,1187,15,26,48,5,35
"1,157",132,1188,15,26,48,5,35
"1,158",132,1189,14,26,48,5,35
"1,159",132,1190,14,26,48,5,35
"1,160",133,1191,19,24,47,3,34
"1,161",133,1192,19,24,49,3,33
"1,162",133,1193,19,24,49,3,33
"1,163",133,1194,19,24,47,3,34
"1,164",133,1195,18,24,47,3,34
"1,165",133,1196,19,24,47,3,34
"1,166",133,1197,19,24,47,3,34
"1,167",133,1198,19,24,49,3,33
"1,168",133,1199,19,24,47,3,34
"1,169",133,1200,19,24,47,3,34
"1,170",134,1201,16,30,37,3,32
"1,171",134,1202,16,30,37,3,32
"1,172",134,1203,16,30,37,3,32
"1,173",134,1204,16,30,37,3,32
"1,174",134,1205,16,34,31,2,33
"1,175",134,1206,16,34,31,2,33
"1,176",134,1207,20,30,39,5,38
"1,177",134,1208,19,34,31,2,33
"1,178",134,1209,19,34,31,2,33
"1,179",134,1210,15,30,39,5,38
"1,180",135,1211,14,32,34,3,32
"1,181",135,1212,17,32,34,3,32
"1,182",135,1213,17,32,34,3,32
"1,183",135,1214,16,32,34,3,32
"1,184",135,1215,17,32,34,3,32
"1,185",135,1216,17,32,34,3,32
"1,186",135,1217,17,32,34,3,32
"1,187",135,1218,16,31,35,3,32
"1,188",135,1219,16,31,35,3,32
"1,189",135,1220,16,31,35,3,32
"1,190",136,1221,19,35,31,2,28
"1,191",136,1222,15,,,,
"1,192",136,1223,19,32,35,3,28
"1,193",136,1224,18,32,35,3,28
"1,194",136,1225,19,35,31,2,28
"1,195",136,1226,19,32,35,3,28
"1,196",136,1227,20,32,35,3,28
"1,197",136,1228,19,35,31,2,28
"1,198",136,1229,19,32,35,3,28
"1,199",136,1230,19,,,,
"1,200",137,1231,18,36,28,2,28
"1,201",137,1232,18,36,28,2,28
"1,202",137,1233,18,36,28,2,28
"1,203",137,1234,17,36,28,2,28
"1,204",137,1235,18,34,27,2,29
"1,205",137,1236,18,36,28,2,28
"1,206",137,1237,18,34,27,2,29
"1,207",137,1238,18,34,27,2,29
"1,208",137,1239,18,36,28,2,28
"1,209",137,1240,19,36,28,2,28
"1,210",138,1241,17,,,,
"1,211",138,1242,17,,,,
"1,212",138,1243,16,,,,
"1,213",138,1244,17,,,,
"1,214",138,1245,17,,,,
"1,215",138,1246,17,,,,
"1,216",138,1247,15,,,,
"1,217",138,1248,15,,,,
"1,218",138,1249,15,,,,
"1,219",138,1250,15,,,,
"1,220",139,1251,15,31,35,3,31
"1,221",139,1252,15,31,35,3,31
"1,222",139,1253,15,31,35,3,31
"1,223",139,1254,14,29,36,4,32
"1,224",139,1255,14,29,36,4,32
"1,225",139,1256,16,31,35,3,31
"1,226",139,1257,14,31,35,3,31
"1,227",139,1258,14,28,38,2,31
"1,228",139,1259,14,28,38,2,31
"1,229",139,1260,14,28,38,2,31
"1,230",140,1261,14,30,36,4,33
"1,231",140,1262,18,33,32,4,30
"1,232",140,1263,14,30,36,4,33
"1,233",140,1264,14,30,36,4,33
"1,234",140,1265,14,30,36,4,33
"1,235",140,1266,14,30,36,4,33
"1,236",140,1267,18,32,32,4,29
"1,237",140,1268,14,32,32,4,29
"1,238",140,1269,14,32,34,4,29
"1,239",140,1270,14,32,34,4,29
"1,240",141,1271,18,31,30,3,31
"1,241",141,1272,18,31,30,3,31
"1,242",141,1273,18,29,36,2,31
"1,243",141,1274,18,31,30,3,31
"1,244",141,1275,18,31,30,3,31
"1,245",141,1276,18,31,30,3,31
"1,246",141,1277,16,29,36,2,31
"1,247",141,1278,18,31,30,3,31
"1,248",141,1279,16,29,36,2,31
"1,249",141,1280,18,29,36,2,31
"1,250",142,1281,15,29,39,4,35
"1,251",142,1282,15,29,39,4,35
"1,252",142,1283,15,29,39,4,35
"1,253",142,1284,15,29,39,4,35
"1,254",142,1285,15,29,39,4,35
"1,255",142,1286,15,29,39,4,35
"1,256",142,1287,15,29,39,4,35
"1,257",142,1288,15,29,39,4,35
"1,258",142,1289,15,29,39,4,35
"1,259",142,1290,15,29,39,4,35
"1,260",143,1291,16,31,32,2,33
"1,261",143,1292,19,32,33,3,33
"1,262",143,1293,19,32,33,3,33
"1,263",143,1294,18,32,33,3,33
"1,264",143,1295,19,32,33,3,33
"1,265",143,1296,17,32,34,2,30
"1,266",143,1297,19,32,34,2,30
"1,267",143,1298,18,32,33,3,33
"1,268",143,1299,18,32,33,3,33
"1,269",143,1300,18,32,29,2,30
"1,270",144,1301,18,34,32,3,34
"1,271",144,1302,19,34,32,3,34
"1,272",144,1303,19,34,32,3,34
"1,273",144,1304,17,32,32,2,34
"1,274",144,1305,17,34,33,2,35
"1,275",144,1306,19,34,32,3,34
"1,276",144,1307,17,34,33,2,35
"1,277",144,1308,17,34,32,3,34
"1,278",144,1309,17,34,33,2,35
"1,279",144,1310,17,34,33,2,35
"1,280",146,1311,16,30,37,4,35
"1,281",146,1312,15,30,37,4,35
"1,282",146,1313,19,33,38,4,33
"1,283",146,1314,15,30,37,4,35
"1,284",146,1315,15,30,37,4,35
"1,285",146,1316,15,30,37,4,35
"1,286",146,1317,15,32,35,4,33
"1,287",146,1318,15,30,37,4,35
"1,288",146,1319,16,30,37,4,35
"1,289",146,1320,16,30,37,4,35
"1,290",147,1321,17,28,39,4,38
"1,291",147,1322,15,31,37,3,34
"1,292",147,1323,15,28,40,4,32
"1,293",147,1324,17,28,39,4,38
"1,294",147,1325,15,29,35,4,33
"1,295",147,1326,16,28,39,4,38
"1,296",147,1327,16,30,38,3,34
"1,297",147,1328,16,28,39,4,38
"1,298",147,1329,16,29,35,4,33
"1,299",147,1330,16,28,39,4,38
"1,300",148,1331,15,31,36,3,33
"1,301",148,1332,16,31,36,3,33
"1,302",148,1333,15,31,36,3,33
"1,303",148,1334,15,31,36,3,33
"1,304",148,1335,15,31,36,3,33
"1,305",148,1336,15,31,36,3,33
"1,306",148,1337,15,31,36,3,33
"1,307",148,1338,15,31,36,3,33
"1,308",148,1339,16,31,36,3,33
"1,309",148,1340,16,31,36,3,33
"1,310",149,1341,18,34,31,3,27
"1,311",149,1342,15,35,35,2,30
"1,312",149,1343,15,34,33,3,30
"1,313",149,1344,11,36,32,3,32
"1,314",149,1345,17,34,31,2,29
"1,315",149,1346,17,37,30,2,31
"1,316",149,1347,18,34,31,2,29
"1,317",149,1348,20,34,36,3,30
"1,318",149,1349,16,34,35,3,27
"1,319",149,1350,16,34,35,3,27
"1,320",150,1351,17,33,34,3,24
"1,321",150,1352,17,33,34,3,24
"1,322",150,1353,16,33,34,3,24
"1,323",150,1354,16,33,34,3,24
"1,324",150,1355,17,34,32,2,30
"1,325",150,1356,17,34,32,2,30
"1,326",150,1357,16,33,34,3,24
"1,327",150,1358,16,34,32,2,29
"1,328",150,1359,17,34,32,2,30
"1,329",150,1360,16,34,32,2,29
"1,330",151,1361,17,32,35,4,28
"1,331",151,1362,17,32,35,4,28
"1,332",151,1363,17,32,35,4,28
"1,333",151,1364,17,33,34,3,28
"1,334",151,1365,17,32,35,4,28
"1,335",151,1366,17,32,35,4,28
"1,336",151,1367,17,32,35,4,28
"1,337",151,1368,21,33,34,3,28
"1,338",151,1369,17,32,35,4,28
"1,339",151,1370,17,33,34,3,28
"1,340",152,1371,20,35,30,2,27
"1,341",152,1372,19,35,30,2,27
"1,342",152,1373,20,35,30,2,27
"1,343",152,1374,20,34,34,2,29
"1,344",152,1375,17,34,32,2,28
"1,345",152,1376,20,35,30,2,26
"1,346",152,1377,17,34,31,2,30
"1,347",152,1378,18,35,30,2,28
"1,348",152,1379,17,34,31,2,30
"1,349",152,1380,15,34,32,2,29
"1,350",153,1381,19,32,31,3,27
"1,351",153,1382,16,34,31,3,27
"1,352",153,1383,16,34,31,3,27
"1,353",153,1384,16,34,31,3,27
"1,354",153,1385,16,35,31,3,28
"1,355",153,1386,16,35,31,3,28
"1,356",153,1387,16,35,31,3,28
"1,357",153,1388,16,34,31,3,27
"1,358",153,1389,13,35,31,3,28
"1,359",153,1390,16,32,31,3,27
"1,360",154,1391,20,34,32,2,28
"1,361",154,1392,20,34,32,2,28
"1,362",154,1393,19,34,32,2,28
"1,363",154,1394,21,34,32,2,28
"1,364",154,1395,19,34,32,2,28
"1,365",154,1396,20,31,34,2,28
"1,366",154,1397,19,31,34,2,28
"1,367",154,1398,19,34,32,2,28
"1,368",154,1399,18,31,34,2,28
"1,369",154,1400,19,34,32,2,28
"1,370",155,1401,16,35,30,3,32
"1,371",155,1402,16,35,31,4,32
"1,372",155,1403,15,34,31,3,40
"1,373",155,1404,15,34,31,3,40
"1,374",155,1405,17,34,30,4,30
"1,375",155,1406,15,34,31,2,35
"1,376",155,1407,17,34,31,2,35
"1,377",155,1408,18,35,35,2,30
"1,378",155,1409,14,36,31,2,32
"1,379",155,1410,17,34,30,4,30
"1,380",156,1411,18,38,25,4,36
"1,381",156,1412,16,31,36,3,37
"1,382",156,1413,20,38,25,4,36
"1,383",156,1414,18,39,28,2,35
"1,384",156,1415,16,31,36,3,37
"1,385",156,1416,16,40,28,2,32
"1,386",156,1417,16,31,36,3,37
"1,387",156,1418,15,31,36,3,37
"1,388",156,1419,16,31,36,3,37
"1,389",156,1420,16,37,29,3,31
"1,390",157,1421,17,32,33,2,29
"1,391",157,1422,15,32,33,2,29
"1,392",157,1423,15,32,33,2,29
"1,393",157,1424,19,32,33,2,29
"1,394",157,1425,19,32,33,2,29
"1,395",157,1426,16,34,29,3,29
"1,396",157,1427,16,34,29,3,29
"1,397",157,1428,19,33,33,2,28
"1,398",157,1429,16,34,29,3,29
"1,399",157,1430,16,34,29,3,29
"1,400",158,1431,17,34,33,2,27
"1,401",158,1432,19,34,33,2,29
"1,402",158,1433,19,34,33,2,29
"1,403",158,1434,18,35,33,2,29
"1,404",158,1435,16,34,34,2,28
"1,405",158,1436,14,34,33,2,27
"1,406",158,1437,15,34,33,2,27
"1,407",158,1438,14,34,33,2,27
"1,408",158,1439,14,34,33,2,27
"1,409",158,1440,15,34,34,2,27
"1,410",159,1441,16,,,,
"1,411",159,1442,17,,,,
"1,412",159,1443,16,,,,
"1,413",159,1444,16,,,,
"1,414",159,1445,15,33,30,3,36
"1,415",159,1446,16,33,30,3,36
"1,416",159,1447,16,33,30,3,36
"1,417",159,1448,16,,,,
"1,418",159,1449,15,33,30,3,36
"1,419",159,1450,16,,,,
"1,420",160,1451,18,35,33,4,31
"1,421",160,1452,16,35,33,4,31
"1,422",160,1453,16,35,33,4,31
"1,423",160,1454,16,35,33,4,31
"1,424",160,1455,18,35,33,4,31
"1,425",160,1456,18,35,33,4,31
"1,426",160,1457,16,35,33,4,31
"1,427",160,1458,16,35,33,4,31
"1,428",160,1459,16,35,33,4,31
"1,429",160,1460,16,35,33,4,31
"1,430",161,1461,18,34,31,2,29
"1,431",161,1462,15,,,,
"1,432",161,1463,20,,,,
"1,433",161,1464,16,34,31,2,30
"1,434",161,1465,16,34,31,2,30
"1,435",161,1466,16,34,31,2,30
"1,436",161,1467,14,38,31,5,29
"1,437",161,1468,15,38,31,5,29
"1,438",161,1469,17,,,,
"1,439",161,1470,17,,,,
"1,440",162,1471,17,36,31,4,35
"1,441",162,1472,15,29,40,4,35
"1,442",162,1473,15,29,40,4,35
"1,443",162,1474,17,29,40,4,35
"1,444",162,1475,15,36,31,4,35
"1,445",162,1476,17,29,40,4,35
"1,446",162,1477,16,32,37,4,36
"1,447",162,1478,16,32,37,4,36
"1,448",162,1479,17,29,40,4,35
"1,449",162,1480,15,34,34,3,37
"1,450",164,1481,16,33,31,2,28
"1,451",164,1482,16,33,31,2,28
"1,452",164,1483,16,33,31,2,28
"1,453",164,1484,19,31,35,4,29
"1,454",164,1485,15,32,32,2,28
"1,455",164,1486,15,32,32,2,28
"1,456",164,1487,15,32,32,2,28
"1,457",164,1488,18,31,35,4,29
"1,458",164,1489,19,31,35,4,29
"1,459",164,1490,15,32,32,2,28
"1,460",165,1491,18,33,34,2,29
"1,461",165,1492,14,33,37,2,29
"1,462",165,1493,17,33,36,2,29
"1,463",165,1494,15,33,37,2,29
"1,464",165,1495,15,33,37,2,29
"1,465",165,1496,18,33,34,2,29
"1,466",165,1497,15,33,37,2,29
"1,467",165,1498,18,33,34,2,29
"1,468",165,1499,18,33,36,2,30
"1,469",165,1500,18,33,36,2,30
"1,470",166,1501,16,33,33,4,30
"1,471",166,1502,16,33,33,4,30
"1,472",166,1503,12,32,36,4,29
"1,473",166,1504,18,33,33,4,30
"1,474",166,1505,12,32,37,6,30
"1,475",166,1506,12,32,37,6,30
"1,476",166,1507,12,32,37,6,30
"1,477",166,1508,12,32,37,6,30
"1,478",166,1509,18,33,33,4,30
"1,479",166,1510,18,33,33,4,30
"1,480",167,1511,14,32,38,2,27
"1,481",167,1512,14,32,31,5,40
"1,482",167,1513,14,32,38,2,27
"1,483",167,1514,14,32,38,2,27
"1,484",167,1515,14,32,31,5,40
"1,485",167,1516,14,32,31,5,40
"1,486",167,1517,17,32,32,5,39
"1,487",167,1518,17,32,32,5,39
"1,488",167,1519,14,32,38,2,27
"1,489",167,1520,17,32,31,5,40
"1,490",168,1521,13,33,34,5,30
"1,491",168,1522,13,33,34,5,30
"1,492",168,1523,13,33,34,5,30
"1,493",168,1524,13,33,34,5,30
"1,494",168,1525,15,35,31,5,37
"1,495",168,1526,15,33,34,5,30
"1,496",168,1527,13,35,31,5,37
"1,497",168,1528,13,35,31,5,37
"1,498",168,1529,15,35,31,5,37
"1,499",168,1530,15,35,31,5,37
"1,500",169,1531,14,,,,
"1,501",169,1532,16,31,37,2,27
"1,502",169,1533,14,,,,
"1,503",169,1534,15,31,37,2,27
"1,504",169,1535,12,,,,
"1,505",169,1536,12,,,,
"1,506",169,1537,13,,,,
"1,507",169,1538,16,31,37,2,27
"1,508",169,1539,14,,,,
"1,509",169,1540,14,,,,
"1,510",170,1541,13,34,33,2,30
"1,511",170,1542,13,33,35,4,32
"1,512",170,1543,13,34,33,2,30
"1,513",170,1544,15,32,34,2,29
"1,514",170,1545,20,34,34,2,30
"1,515",170,1546,15,32,34,2,29
"1,516",170,1547,20,32,34,2,29
"1,517",170,1548,15,34,33,2,30
"1,518",170,1549,20,31,34,2,31
"1,519",170,1550,19,33,33,2,30
"1,520",171,1551,15,35,31,3,33
"1,521",171,1552,15,35,31,3,33
"1,522",171,1553,15,35,31,3,33
"1,523",171,1554,22,34,30,3,29
"1,524",171,1555,15,35,31,3,33
"1,525",171,1556,15,32,34,2,29
"1,526",171,1557,15,35,31,3,33
"1,527",171,1558,22,34,30,3,29
"1,528",171,1559,13,34,31,3,33
"1,529",171,1560,14,35,31,3,33
"1,530",172,1561,15,29,38,5,43
"1,531",172,1562,21,35,29,2,30
"1,532",172,1563,15,33,33,4,36
"1,533",172,1564,18,32,33,2,33
"1,534",172,1565,18,33,33,4,36
"1,535",172,1566,12,28,41,4,41
"1,536",172,1567,15,28,41,4,41
"1,537",172,1568,15,28,41,4,41
"1,538",172,1569,15,33,33,4,36
"1,539",172,1570,15,33,33,4,36
"1,540",173,1571,16,32,34,2,33
"1,541",173,1572,16,32,34,2,33
"1,542",173,1573,16,,,,
"1,543",173,1574,16,,,,
"1,544",173,1575,16,,,,
"1,545",173,1576,16,32,34,2,33
"1,546",173,1577,16,,,,
"1,547",173,1578,13,,,,
"1,548",173,1579,16,,,,
"1,549",173,1580,17,,,,
"1,550",174,1581,17,36,31,3,31
"1,551",174,1582,18,31,37,3,38
"1,552",174,1583,19,32,32,2,29
"1,553",174,1584,18,31,37,3,38
"1,554",174,1585,18,31,37,3,38
"1,555",174,1586,17,32,34,2,30
"1,556",174,1587,16,29,37,2,30
"1,557",174,1588,15,29,37,2,30
"1,558",174,1589,18,31,37,3,38
"1,559",174,1590,18,35,30,3,37
"1,560",175,1591,17,35,30,5,29
"1,561",175,1592,,,,,
"1,562",175,1593,16,36,30,5,30
"1,563",175,1594,18,33,32,3,28
"1,564",175,1595,18,33,32,3,28
"1,565",175,1596,18,34,32,2,28
"1,566",175,1597,,,,,
"1,567",175,1598,,,,,
"1,568",175,1599,17,32,33,2,29
"1,569",175,1600,,,,,
"1,570",176,1601,18,32,34,2,33
"1,571",176,1602,15,32,34,2,33
"1,572",176,1603,19,35,30,5,29
"1,573",176,1604,17,35,30,5,29
"1,574",176,1605,16,31,35,2,30
"1,575",176,1606,19,35,30,5,29
"1,576",176,1607,17,29,38,2,31
"1,577",176,1608,18,35,30,5,29
"1,578",176,1609,17,29,37,2,31
"1,579",176,1610,20,32,35,3,32
"1,580",177,1611,16,31,34,2,31
"1,581",177,1612,18,29,36,4,32
"1,582",177,1613,16,31,34,2,31
"1,583",177,1614,16,31,34,2,31
"1,584",177,1615,18,29,36,4,32
"1,585",177,1616,16,31,34,2,31
"1,586",177,1617,18,29,36,4,32
"1,587",177,1618,16,31,34,2,31
"1,588",177,1619,18,29,36,4,32
"1,589",177,1620,18,29,36,4,32
"1,590",178,1621,20,34,32,3,29
"1,591",178,1622,20,34,32,3,29
"1,592",178,1623,19,35,30,3,30
"1,593",178,1624,18,35,30,3,30
"1,594",178,1625,16,34,31,3,31
"1,595",178,1626,21,36,33,2,29
"1,596",178,1627,20,36,33,2,29
"1,597",178,1628,16,32,32,2,28
"1,598",178,1629,20,35,34,2,28
"1,599",178,1630,16,32,32,2,28
