farmer_id,age,edu,hhsize,livestock,landhold,assetheld_1,assetheld_5,assetheld_9,knowawd,renter,area1_acre,anymarginal,ncrop1,rice_rice_sys,boro_rvirrig_1,boro_revperacre_1,boro_tcost_1,boro_watercostpacre_1,aman_peracre_1
717,50,6,7,7,2.66666666666667,0,1,0,0,0,0.666666666666667,0,2,1,16,36720,22800,3000,42000
718,23,8,7,0,2.33333333333333,0,1,0,0,0,0.166666666666667,0,2,1,16,34560,24300,3000,36000
719,30,7,6,2,1.16666666666667,0,0,0,0,0,0.666666666666667,0,2,1,16,38880,18600,3000,27000
720,45,8,6,2,2,1,1,0,0,0,0.5,0,2,1,16,34560,20700,3000,48000
721,60,0,7,0,1,1,0,0,1,1,0.333333333333333,0,2,1,15,39643.7352371949,16200,6000,30039.7058823529
722,41,0,7,0,0.666666666666667,1,0,0,0,0,0.166666666666667,0,2,1,15,39643.7352371949,30300,6000,28037.0588235294
723,48,8,3,1,0.333333333333333,1,1,0,0,0,0.333333333333333,0,2,1,15,39643.7352371949,24000,6000,30039.7058823529
724,28,0,5,0,0.25,1,0,0,0,0,0.25,0,2,1,15,42286.6499114823,13800,6000,29372.1578813441
725,32,16,3,0,0.5,1,1,0,0,1,0.299999992052714,0,2,1,15,35238.877446716,18500.0003311369,6000,28927.1238434736
726,45,0,11,3,1,1,1,0,0,0,0.25,0,2,1,15,31714.9881897559,21400,6000,21361.5681181515
727,19,10,6,4,2,1,0,0,0,0,0.299999992052714,0,2,1,15,35238.877446716,6433.3334878639,600,26701.9628215117
728,25,2,7,0,0.333333333333333,1,1,0,0,0,0.333333333333333,0,2,1,15,39643.7352371949,17100,6000,28037.0588235294
729,20,10,9,2,0.5,1,0,0,0,1,0.5,0,2,1,15,42286.6499114823,22700,6000,30707.2538833618
730,45,0,4,0,0.166666666666667,1,1,0,0,0,0.166666666666667,0,2,1,15,43608.1087609144,25500,6000,32042.3529411765
731,28,5,0,5,3,1,0,0,0,0,1,0,2,1,35,38399.9985351562,28000,5000,28799.9989013672
732,32,0,0,4,1.75,1,0,0,0,1,0.480000019073487,0,2,1,35,37999.9995117188,28541.6655325228,5208.33312637277,29999.9992675782
733,37,5,0,2,1,1,0,0,0,0,0.279999991257985,0,2,1,35,34285.7153320313,30000.0009366445,5357.1430244008,29142.8580322266
734,40,0,0,2,1,1,0,0,0,1,0.480000019073487,0,2,1,35,39999.9990234377,28124.9988824129,5208.33312637277,28333.3326416016
735,29,8,0,1,0.400000015894573,0,0,0,0,0,0.400000015894573,0,2,1,35,35999.9978027344,27999.9988873799,4999.99980131784,28799.9989013672
736,32,8,0,3,5,1,0,0,0,0,1,0,2,1,32,38399.9985351562,29000,5000,28799.9989013672
737,25,10,1,3,1,1,0,0,0,0,0.200000007947286,0,2,1,32,38399.9985351562,26499.9989469847,4999.99980131786,27199.9989624023
738,22,12,0,3,0.25,0,0,0,0,0,0.25,0,2,1,35,38399.9985351562,29200,6000,27199.9989624023
739,25,2,0,2,1,1,0,0,0,1,0.200000007947286,0,2,1,32,38399.9985351562,26999.9989271164,4999.99980131786,28799.9989013672
740,68,0,0,4,2.10000006357829,0,0,0,0,0,2.10000006357829,0,2,1,35,38399.9985351562,26666.6658593234,4761.90461773632,27199.9989624023
741,42,5,5,3,2,1,0,0,1,0,1,0,2,1,40,36399.999206543,48000,10000,32000.0009765625
742,35,10,8,3,3,1,0,0,1,0,0.800000031789143,0,2,1,38,33599.9992675781,48999.9980529151,9999.99960263573,31999.998046875
743,42,8,8,7,0.650000015894573,1,0,0,1,1,0.349999984105427,0,2,1,38,33600.0014648437,47428.5735824484,7000.00031789148,30000.0009155274
744,45,8,9,5,6,1,0,0,1,0,2,0,2,1,38,36399.999206543,44000,7000,34000.0010375977
745,40,5,3,5,0.5,1,0,0,1,0,0.5,0,2,1,36,36399.999206543,43000,8000,34000.0010375977
746,35,10,9,8,1.30000003178914,1,0,0,1,0,0.599999984105427,0,2,1,38,33600.0014648437,43000.0011391111,8000.00021192765,34000.0010375977
747,21,12,7,7,2,1,0,0,1,0,0.450000007947287,0,2,1,36,39199.9991455078,41999.9992582533,7999.99985871491,35999.9978027344
748,42,5,5,7,1,1,0,0,1,0,0.5,0,2,1,34,33599.9992675781,40000,7000,32000.0009765625
749,28,5,3,2,0.75,1,0,0,1,1,0.400000015894573,0,2,1,40,33599.9992675781,43999.998251597,7999.99968210855,31999.998046875
750,38,5,4,7,0.5,1,0,0,1,0,0.5,0,2,1,35,36399.999206543,42000,7000,34000.0010375977
751,28,12,2,6,4,1,1,0,0,0,1,0,2,1,22,27600,25200,5000,25160.0005187988
752,42,5,1,4,0.639999985694887,1,1,0,0,0,0.639999985694887,0,2,1,22,25000.0012207031,24687.5005518086,5000.0001117587,22500
753,35,10,0,2,0.800000031789143,1,0,0,0,0,0.240000009536743,0,2,1,24,29999.9981689453,24999.9990065893,4999.99980131786,22499.998626709
754,41,2,0,0,0.639999985694887,1,0,0,0,0,0.639999985694887,0,2,1,25,25000.0012207031,22656.2505064066,5000.0001117587,22500
755,28,8,0,0,2,1,0,0,0,0,2,0,2,1,26,24999.9993896484,22875,5000,22500
756,50,0,0,4,0.480000019073487,1,0,0,0,0,0.480000019073487,0,2,1,22,24999.9993896484,23541.6657312049,4999.99980131786,23999.9985351563
757,37,5,0,0,1.19999996821086,1,0,0,0,0,0.400000015894573,0,2,1,22,24999.9993896484,24499.9990264574,4999.99980131784,22499.998626709
758,32,5,0,3,0.480000019073487,1,1,0,0,0,0.480000019073487,0,2,1,25,24999.9993896484,23541.6657312049,4999.99980131786,22499.998626709
759,30,8,0,2,1.19999996821086,1,0,0,0,0,0.240000009536743,0,2,1,25,29999.9981689453,23333.33240615,6249.99975164732,23999.9985351563
760,22,12,0,0,0.55999998251597,1,0,0,0,0,0.55999998251597,0,2,1,25,25000.0012207031,23482.1435902902,5000.00015610742,30000.0018310547
761,40,12,2,4,6.65000025431317,1,1,0,1,0,1.89999993642171,0,2,1,38,40421.0522460938,22631.5797046721,3684.21064959779,20210.5261230469
762,35,10,1,3,2.30000003178914,1,1,0,1,0,1,0,2,1,35,38399.9985351562,22500,3500,15999.9993896484
763,30,5,0,4,0.800000031789143,1,0,0,0,0,0.800000031789143,0,2,1,32,35999.9978027344,23749.9990562598,3749.9998509884,17499.9993896484
764,35,10,0,5,0.77999997138977,1,0,0,0,0,0.5,0,2,1,30,38399.9985351562,21100,3500,31999.9987792969
765,35,8,2,3,0.699999968210857,1,0,0,0,0,0.699999968210857,0,2,1,32,43885.7182617188,20857.1438043296,3428.57158427336,32000.0024414063
766,30,5,0,2,1.32000001271566,1,0,0,0,1,0.800000031789143,0,2,1,34,38399.9985351562,23499.999066194,3499.9998609225,31999.9987792969
767,25,8,0,2,1.80000003178914,1,0,0,0,0,1.19999996821086,0,2,1,38,48000.0036621096,21833.3339117192,3500.00009271834,40800.0025634766
768,40,0,0,6,2.5,1,0,0,0,1,0.25,0,2,1,35,47999.9981689452,19600,4000,28799.9989013672
769,28,8,0,1,1.26999998092651,1,0,0,0,1,0.599999984105427,0,2,1,32,38400.0029296877,22833.3339382102,3666.66676380017,24000.0018310547
770,32,5,0,3,0.599999984105427,1,0,0,0,0,0.599999984105427,0,2,1,35,40000.0012207031,24666.6673201103,4666.66679029113,28800.0021972657
771,55,0,0,5,1.22000002861023,0,0,0,0,0,0.5,0,2,1,38,57599.9978027343,42000,7000,28000.0008544922
772,30,5,0,5,1,0,0,0,0,0,0.229999999205271,0,2,1,28,57391.3037109375,47826.0871217772,8695.6522039595,27130.4340820313
773,25,3,0,2,1,0,0,0,0,0,0.330000003178914,0,2,1,35,54545.454711914,62121.2115227939,13636.3635050035,31515.1516113281
774,35,0,0,4,0.800000031789143,0,0,0,0,0,0.5,0,2,1,35,54000,49000,10000,28800
775,35,5,0,2,1,0,0,0,0,0,0.5,0,2,1,33,47999.9981689452,48000,8000,26000.000793457
776,32,8,0,3,0.949999968210857,1,0,0,0,0,0.330000003178914,0,2,1,32,36363.6364746094,49393.938918124,8484.84840311332,26787.8774414063
777,32,5,0,3,1,1,0,0,0,0,0.180000007152557,0,2,1,34,53333.3331298827,54444.4422810167,8888.8885356762,25999.998413086
778,40,2,0,5,1.16999999682109,0,0,0,0,0,0.37000000476837,0,2,1,35,47027.026977539,50540.5398892,9999.99987112514,25297.2962036133
779,35,0,0,2,0.75,0,0,0,0,0,0.75,0,2,1,35,47999.9981689452,42333.3333333333,7000,23679.9997558594
780,45,0,0,6,0.75,0,0,0,0,0,0.75,0,2,1,38,47999.9981689452,42333.3333333333,7000,26346.6661376953
781,65,0,0,7,3,1,1,0,1,0,1.19999996821086,0,2,1,32,32000.0024414064,36166.6676247562,7000.00018543667,30000.0009155274
782,56,0,0,3,1.5,1,0,0,0,0,1,0,2,1,30,24000,40500,7000,23999.9990844726
783,60,5,0,3,2.5,1,1,0,0,0,1.5,0,2,1,30,31999.9987792968,41000,7000,30000.0009155274
784,50,2,0,0,1.44999996821086,1,0,0,0,0,0.800000031789143,0,2,1,30,31999.9987792968,28874.9988526107,6999.99972184501,23999.9985351563
785,45,2,0,4,1.19999996821086,1,0,0,0,0,1.19999996821086,0,2,1,30,30000,39500.0010463927,7000.00018543667,26000.000793457
786,50,3,1,1,2,1,0,0,0,1,0.75,0,2,1,30,31999.9987792968,42266.6666666667,6933.33333333333,33546.6663208008
787,38,5,0,1,2.60000006357829,1,0,0,0,1,0.699999968210857,0,2,1,30,40000.0012207032,41285.7161606251,7000.00031789145,30000.0009155274
788,30,5,0,5,1,1,0,0,1,0,1,0,2,1,25,40000.0012207032,40000,7000,36000
789,22,10,0,3,0.919999996821087,1,0,0,0,1,0.419999996821087,0,2,1,30,48000.0014648438,41666.6669820351,7142.8571969203,40476.1917114258
790,35,5,2,5,1.19999996821086,1,0,0,0,0,0.800000031789143,0,2,1,34,32999.9979858399,30624.9987830719,4374.99982615313,22499.9994506836
791,40,5,1,2,4,1,0,0,1,0,0.639999985694887,0,2,1,35,50750.0017089845,44296.8759901122,7109.3751589069,34000.0010375977
792,35,10,1,4,1.44000005722046,1,0,0,1,0,0.44000001748403,0,2,1,38,39272.7260742188,30681.8169626323,5681.81795604301,26181.8173828125
793,45,5,1,5,4,1,0,0,0,0,2.39999993642171,0,2,1,37,40500,27083.3340507967,4375.00011589792,22500
794,22,12,1,3,4.3999999364217,1,0,0,0,0,0.480000019073487,0,2,1,32,28333.3326416016,16458.3326793379,3124.99987582366,14999.9990844726
795,35,5,2,0,4,1,0,0,0,0,0.960000038146973,0,2,1,30,33750,24166.6657063696,4374.99982615312,21249.9994812012
796,30,5,1,2,2,1,0,0,1,0,1.60000006357829,0,1,0,36,38249.9989013672,20312.4991928538,6249.99975164733,0
797,52,5,1,6,4.79999987284343,1,0,0,0,0,0.480000019073487,0,2,1,28,35999.9978027344,23541.6657312049,5208.33312637277,21249.9994812012
798,30,8,0,6,1.19999996821086,1,0,0,0,0,0.639999985694887,0,2,1,38,43750.0012207031,17968.7504016328,3906.25008731149,24750.0005493164
799,48,2,3,3,1.19999996821086,1,0,0,0,0,0.55999998251597,0,2,1,35,36000.0010986328,22500.0007024834,6250.00019513427,18214.2870483398
800,42,12,3,2,2.55999994277954,1,0,0,0,0,0.319999992847443,0,2,1,28,38250.0021972656,20000.0004470348,4687.50010477379,25500
801,45,5,7,5,4,1,0,0,1,0,1,0,2,1,32,52800,63000,24000,23999.9990844726
802,38,4,7,4,0.450000007947287,1,0,0,1,0,0.450000007947287,0,2,1,28,52800,54611.1103850627,13500,27199.9989624023
803,48,5,8,7,0.5,1,0,0,1,0,0.299999992052714,0,2,1,48,55200,49200.0011126201,7200,27200.0020751953
804,40,10,9,0,1.5,1,0,0,1,0,0.25,0,2,1,42,50400,42000,6000,27199.9989624023
805,35,8,9,7,1.5,1,0,0,1,0,0.699999968210857,0,2,1,40,55200.0042114258,59800.0019527618,16800,27200.0020751953
806,36,2,6,5,1.39999993642171,1,0,0,1,0,0.800000031789143,0,2,1,42,61599.9986572266,48999.9980529151,5999.99976158144,33999.9979248047
807,39,10,17,5,2,0,0,0,1,0,0.400000015894573,0,2,1,38,53999.995880127,52999.9978939691,7999.99968210855,31999.9987792969
808,33,5,4,5,3,0,0,0,1,0,0.900000015894573,0,2,1,48,48000,50599.9991063718,7999.99985871491,27999.9989318848
809,42,8,9,5,0.5,0,0,0,1,0,0.5,0,2,1,40,52800,59000,12000,31999.9987792969
810,43,4,9,9,1.5,1,0,0,1,0,0.599999984105427,0,2,1,42,52800,51000.0013510388,8000.00021192765,36000.0010986328
811,35,8,0,8,1.5,1,0,0,1,0,0.75,1,2,1,32,57599.9978027343,29413.3333333333,3413.33333333333,30399.9993896485
812,50,2,0,3,0.200000007947286,1,0,0,0,0,0.200000007947286,1,2,1,30,79999.9951171878,32799.9986966451,2799.999888738,39999.9975585938
813,37,8,0,4,1.5,1,0,0,1,0,0.599999984105427,1,2,1,32,64000.0048828128,32940.0008726121,2106.66672247428,30000.0009155274
814,40,3,0,3,1.25,1,0,0,0,0,0.279999991257985,1,2,1,35,62857.1447753907,21321.4292371152,2035.7143492723,34285.7153320313
815,42,5,0,2,1.5,1,0,0,0,0,0.800000031789143,1,2,1,35,69999.9975585936,32087.4987249574,2087.49991705021,39999.9975585938
816,40,3,0,0,0.62000000476837,1,0,0,0,0,0.62000000476837,1,2,1,32,77419.3505859378,33167.7416803935,4941.93544586294,33870.9677124024
817,37,10,0,1,0.859999974568683,1,0,0,0,0,0.5,1,2,1,30,63999.9975585936,35520,3120,40000.0012207031
818,30,5,0,0,0.5,1,0,0,0,0,0.5,1,2,1,35,63999.9975585936,31140,2140,36000.0010986328
819,30,5,0,2,0.5,1,0,0,0,0,0.25,1,2,1,35,51840,23880,2280,28800
820,36,8,0,0,1.39999993642171,0,0,0,0,0,0.139999995628993,1,2,1,30,80000.0024414064,36142.8582712907,5428.57159805947,40000.0012207031
821,45,5,4,0,0.800000031789143,1,0,0,1,1,0.480000019073487,0,2,1,22,33999.9979248047,31716.6656566991,6300,20999.9987182617
822,42,5,5,0,0.800000031789143,1,0,0,1,0,0.400000015894573,0,2,1,22,63249.9971923828,30874.9989817539,5250,23999.9985351563
823,21,12,9,5,1.27999997138977,1,0,0,1,0,0.800000031789143,0,2,1,60,38250,31249.9992350738,12000,49999.9969482422
824,17,10,6,3,1.27999997138977,1,0,0,1,0,1.03999996185303,0,2,1,50,30769.2329406738,55009.6165220414,24000,36923.0795288086
825,45,8,5,4,0.960000038146973,1,0,0,1,0,0.55999998251597,0,2,1,26,44000.0013427735,32975.0008000505,7350,21000.0012817383
826,36,0,4,0,0.639999985694887,1,0,0,1,0,0.240000009536743,0,2,1,32,31499.9980773926,29374.9988327424,4374.99982615312,22499.9994506836
827,20,5,3,1,2.39999993642171,1,0,0,1,1,0.639999985694887,0,2,1,36,34500,31250.0006984919,5625.00012572854,22500.0010986328
828,42,3,7,5,0.800000031789143,0,0,0,1,0,0.800000031789143,0,2,1,32,32999.9979858399,28874.9988526107,4999.99980131786,17999.9989013672
829,32,0,9,11,0.960000038146973,1,0,0,1,0,0.400000015894573,0,2,1,35,43999.9973144532,30749.9987781047,4999.99980131784,26999.9983520508
830,35,8,4,11,0.800000031789143,0,0,0,1,0,0.240000009536743,0,2,1,34,34499.9978942871,35624.9985843897,4999.99980131786,22499.9994506836
831,55,5,12,5,3.20000012715658,1,0,0,1,0,1.27999997138977,0,2,1,16,38250,43050.0005867332,16800,15000.0007324219
832,63,4,7,3,2,1,0,0,1,0,1,0,2,1,40,34000.0010375977,40000,13125,16249.9996032715
833,64,5,5,7,1,1,0,0,1,1,0.400000015894573,0,2,1,32,31999.998046875,30249.9990065892,5250,20999.9987182617
834,55,5,12,7,1.60000006357829,1,0,0,1,0,0.480000019073487,0,2,1,28,37499.9990844726,31299.9990065893,6300,19499.9988098145
835,50,10,10,5,1.16000000635783,1,0,0,1,0,0.55999998251597,0,2,1,18,38250,35900.0008585908,8400,22750.0015869141
836,45,5,6,3,1.5,1,0,0,1,0,0.72000002861023,0,2,1,32,42499.9989624023,33204.1657227609,9450,25999.998413086
837,38,5,5,5,2,1,0,0,1,0,0.400000015894573,0,2,1,24,31999.998046875,28374.999081095,5250,17999.9989013672
838,42,4,9,3,2,0,0,0,1,0,0.72000002861023,0,2,1,18,31499.9989013672,34449.9990065893,9450,20999.9987182617
839,35,4,5,5,1,0,0,0,1,0,0.400000015894573,0,2,1,28,37999.9976806641,30874.9989817539,5250,19499.9988098145
840,41,3,7,7,0.400000015894573,0,0,0,1,0,0.400000015894573,0,2,1,25,43999.9973144532,32124.9989320834,5250,25499.9984436035
841,65,0,0,4,1.89999993642171,0,0,0,0,0,1.42000007629395,1,2,1,35,35492.9567871094,15316.9005855023,1232.39429998294,44788.7301635742
842,25,10,0,2,1.14000002543132,1,0,0,0,0,1.14000002543132,0,2,1,35,28421.0529785157,15350.8768505324,4385.96481443784,39999.9984741211
843,25,12,0,0,1.71000003814697,0,0,0,0,0,1,0,2,1,36,30240,18500,5000,39199.9991455078
844,25,3,0,6,0.679999987284343,0,0,0,0,0,0.679999987284343,0,2,1,32,33882.3533935547,21323.5298105039,5147.05891977682,41176.4703369141
845,50,0,0,7,1.80000003178914,1,0,0,0,0,0.189999997615814,0,2,1,30,37894.7373046875,22631.5792313573,5263.15796078077,36842.106628418
846,40,2,0,3,1.89999993642171,0,0,0,1,0,1.22000002861023,0,2,1,32,63737.7055664065,20655.7372205202,4508.19661558972,74754.0966796875
847,32,5,1,6,0.759999990463257,1,0,0,1,0,0.279999991257985,0,2,1,32,62857.1484375,21428.5720976032,5357.1430244008,60000.0043945313
848,30,5,0,5,5,0,0,0,0,0,3,0,2,1,35,59999.9985351565,20000,4666.66666666667,62000.0024414063
849,30,0,0,2,0.570000012715657,1,0,0,0,1,0.570000012715657,0,2,1,30,35368.4212646484,18421.052220639,3508.77185155028,42105.2618408203
850,58,0,1,4,1.83999999364217,0,0,0,0,0,1,0,2,1,30,43200,20500,5000,34560
851,40,8,0,2,2.60000006357829,1,0,0,0,0,0.570000012715657,0,2,1,25,33684.2102050782,25964.9117014721,5263.15777732543,28631.5786743164
852,35,10,0,1,0.949999968210857,1,0,0,0,1,0.279999991257985,0,2,1,22,34285.7153320314,28571.4294634709,5357.1430244008,29142.8580322266
853,30,8,0,2,2,1,0,0,0,0,2,0,2,1,25,31600.0012207032,26100,5250,26880
854,32,10,0,2,1,1,0,0,0,0,0.5,0,2,1,25,31999.9987792968,24000,5000,27199.9989624023
855,22,12,0,1,1,1,0,0,0,0,0.279999991257985,0,2,1,25,34285.7153320314,27857.1437268841,5357.1430244008,29142.8580322266
856,30,10,0,2,1.15000001589457,1,0,0,0,1,0.5,0,2,1,25,33600,22400,5000,34000.0010375977
857,28,5,0,3,1,1,0,0,0,0,1,0,2,1,27,31999.9987792968,24000,5000,23799.9994812012
858,35,5,0,3,1.5,1,0,0,0,1,1.19999996821086,0,2,1,28,26666.6674804688,23333.3339514556,5000.00013245477,26633.3336791992
859,45,0,0,4,0.800000031789143,1,0,0,0,1,0.270000000794729,0,2,1,25,37037.0361328125,28518.518434576,5555.55553920311,37777.7768554688
860,28,8,0,5,1.11999996503194,1,0,0,1,1,0.72000002861023,0,2,1,28,28888.8885498047,24444.4434731095,4861.11091794792,26444.4431762695
861,34,5,8,5,0.900000015894573,0,0,0,1,0,0.570000012715657,0,2,1,36,27999.9992980957,27894.7362198248,4210.52622186034,20210.525390625
862,40,5,5,7,1.39999993642171,0,0,0,1,0,0.450000007947287,0,2,1,34,39111.1109619141,29999.9994701809,5555.55545744091,23999.9990844726
863,42,3,6,2,1,0,0,0,1,0,1,0,2,1,33,42240.0014648438,28500,5500,25080
864,48,5,4,4,2.19999996821086,1,0,0,1,0,0.72000002861023,0,2,1,33,40888.8887329101,27777.7766739881,5555.55533479762,25333.3323669433
865,35,3,7,3,1.60000006357829,1,0,0,1,0,0.900000015894573,0,2,1,35,47999.9970703125,27777.7772872045,4444.44436595273,29555.5541381836
866,39,2,6,5,3.11999988555908,1,0,0,1,0,1.35000006357829,0,2,1,34,45999.9971923828,28888.887528366,5555.55529391653,27999.9986572266
867,52,3,6,3,2.70000012715658,1,0,0,1,0,0.8100000222524,0,2,1,34,48888.8876953125,27777.7770146639,4444.44432234623,31999.9998779297
868,38,2,4,4,0.900000015894573,1,0,0,1,0,0.270000000794729,0,2,1,34,37333.333190918,28888.8888038562,5555.55553920311,24000.0007324219
869,32,5,3,3,2,1,0,0,1,0,0.450000007947287,0,2,1,32,40888.8887329101,28333.3328329486,5555.55545744091,25333.3323669433
870,35,5,4,5,0.270000000794729,1,0,0,1,0,0.270000000794729,0,2,1,30,40888.8887329101,28518.518434576,5555.55553920311,29555.5541381836
871,35,8,5,4,1.89999993642171,1,0,0,1,0,0.669999996821087,0,2,1,34,48268.6550903321,29776.1195442623,5223.88062180039,31970.1487426758
872,39,5,3,2,2,1,0,0,1,1,0.699999968210857,0,2,1,34,55200.0042114258,30321.4299484175,5357.14310042713,36914.2875366211
873,35,5,3,5,0.949999968210857,1,0,0,1,0,0.949999968210857,0,2,1,35,53263.1610717774,30000.0010038677,5263.15807085399,37894.7387695313
874,43,2,6,7,3,1,0,0,1,0,0.855000019073487,0,2,1,36,50947.3674316407,29789.4730196619,5263.15777732542,32210.5248413086
875,48,5,4,4,1,1,0,0,1,0,0.37999999523163,0,2,1,36,53263.1568603516,31052.6319686064,6315.7895529369,36000.0018310547
876,28,5,5,5,0.37999999523163,1,0,0,1,0,0.37999999523163,0,2,1,38,48631.5780029297,28421.0529882161,5263.15796078075,34105.2648925781
877,31,2,6,3,0.949999968210857,1,0,0,1,0,0.100000003973643,0,2,1,34,46199.9987182617,28299.9988754591,4999.99980131786,34200
878,31,5,4,6,1.30000003178914,1,0,0,1,0,0.474999984105427,0,2,1,35,50947.371459961,28421.0535826116,5263.158070854,34105.2648925781
879,40,8,4,4,0.290000001589457,1,0,0,1,1,0.290000001589457,0,2,1,34,47793.1019897461,28241.379155557,5172.41376475403,33517.2403564453
880,39,10,7,2,1.23499997456868,1,0,0,1,0,0.570000012715657,0,2,1,30,50947.3674316407,28421.0519975573,5263.15777732543,34105.2615966797
881,42,5,4,5,5,1,0,0,1,0,3,0,2,1,35,31200,23000,3000,28799.9989013672
882,35,8,8,3,4,1,0,0,1,1,2.5,0,2,1,32,31200,23500,3500,25599.9990234375
883,42,5,7,7,0.25,1,1,0,1,0,0.25,0,2,1,30,28800,22500,3500,27199.9989624023
884,36,5,10,2,0.299999992052714,1,0,0,1,0,0.299999992052714,0,2,1,32,26400,22500.0005960465,3500.00009271834,25600.001953125
885,36,8,7,1,0.5,1,0,0,1,0,0.5,0,2,1,33,33600,22500,3500,28799.9989013672
886,42,12,6,5,7,1,1,0,1,0,1.5,0,2,1,30,31200,22400,3500,27199.9989624023
887,28,3,7,5,0.5,1,0,0,1,0,0.299999992052714,0,2,1,28,31200,22500.0005960465,3500.00009271834,27200.0020751953
888,35,3,3,3,5,1,0,0,1,0,2.5,0,2,1,30,33600,22000,3500,27199.9989624023
889,38,5,4,4,0.400000015894573,1,0,0,1,0,0.400000015894573,0,2,1,30,31199.9976196289,22499.9991059303,3499.99986092249,28799.9989013672
890,32,3,7,5,0.5,1,0,0,1,0,0.299999992052714,0,2,1,30,31200,22500.0005960465,3500.00009271834,25600.001953125
891,52,10,8,4,2.5,1,0,1,1,0,0.599999984105427,0,2,1,30,31200,21500.0005695556,3500.00009271835,19200
892,48,8,4,7,2,1,0,0,1,1,1.09999998410543,0,2,1,28,31200,22000.0003178915,3500.00005057364,21600
893,39,5,9,7,2,1,0,0,1,0,0.5,0,2,1,35,33600,22500,3500,19200
894,45,5,5,3,1.69999996821086,1,0,0,1,1,0.599999984105427,0,2,1,30,28800,21500.0005695556,3500.00009271835,18000
895,38,3,7,5,0.599999984105427,1,0,0,1,0,0.599999984105427,0,2,1,30,33600,21500.0005695556,3500.00009271835,20400
896,22,10,4,5,0.400000015894573,1,0,0,1,0,0.400000015894573,0,2,1,32,25999.998413086,20499.9991854032,3499.99986092249,23799.9994812012
897,39,4,7,7,0.800000031789143,1,0,0,1,0,0.5,0,2,1,30,26000.000793457,21500,3500,20400
898,35,5,9,7,0.299999992052714,1,0,0,1,0,0.299999992052714,0,2,1,31,31200,21500.0005695555,3500.00009271834,25600.001953125
899,38,10,7,7,0.5,1,0,0,1,0,0.5,0,2,1,32,31200,21500,3500,23799.9994812012
900,38,8,4,8,1,1,0,0,1,0,0.5,0,2,1,30,26000.000793457,23000,3500,27199.9989624023
901,50,10,7,7,10,1,0,0,1,0,5,0,2,1,32,30799.9991455078,22000,3500,25199.9994506836
902,42,5,6,5,2,1,0,0,1,0,1,0,2,1,30,24000.0007324219,21500,3500,25199.9994506836
903,20,12,6,4,1,1,0,0,1,0,0.699999968210857,0,2,1,32,26000.000793457,21500.0009763809,3500.00015894572,22400.0009765625
904,32,5,5,5,1,1,0,0,1,0,0.599999984105427,0,2,1,32,28000.0008544922,21500.0005695556,3500.00009271835,23800.0010375977
905,42,5,10,7,0.5,1,0,0,1,0,0.5,0,2,1,28,26000.000793457,21500,3500,24480.0005493164
906,28,8,5,3,1,1,0,0,1,1,0.5,0,2,1,28,31200,20000,3500,27199.9989624023
907,45,8,4,5,1,1,0,0,1,1,0.599999984105427,0,2,1,30,26000.000793457,21500.0005695556,3500.00009271835,28800.0021972657
908,40,5,9,7,2,1,0,0,1,1,1,0,2,1,28,28000.0008544922,20000,3500,25199.9994506836
909,38,4,4,5,0.5,1,0,0,1,1,0.5,0,2,1,30,28599.999206543,21500,3500,25599.9990234375
910,28,3,2,5,2,1,0,0,1,1,1,0,2,1,32,24000.0007324219,21500,3500,22399.9995117188
911,32,8,0,0,3.6000000635783,1,0,0,0,0,0.6899999777476,0,2,1,25,41739.1333007814,38260.8707991249,7246.37704528881,43826.0888671875
912,32,5,0,2,3.20000012715658,1,0,0,0,1,1.27999997138977,0,2,1,28,30000,28671.8756408664,6250.00013969839,25500
913,37,0,0,3,2.07999992370605,1,0,0,0,0,0.960000038146973,0,2,1,23,29999.9981689453,27291.6655821933,5208.33312637277,29749.9989624023
914,45,0,0,5,0.800000031789143,1,1,0,0,0,0.800000031789143,0,2,1,28,27499.9987792969,28749.9988575777,6249.99975164733,25499.9984436035
915,40,2,0,0,4.3999999364217,1,0,0,0,0,0.279999991257985,0,2,1,25,28571.4294433594,28035.7151610308,6250.00019513426,24285.7150268555
916,35,5,0,2,1.27999997138977,1,0,0,0,1,0.800000031789143,0,2,1,25,34999.9987792968,28749.9988575777,6249.99975164733,33999.9979248047
917,35,10,0,2,0.639999985694887,1,1,0,0,0,0.639999985694887,0,2,1,22,28125,28281.2506321352,6250.00013969838,25500
918,37,1,0,4,0.639999985694887,1,0,0,0,1,0.400000015894573,0,2,1,28,29999.9981689453,26749.9989370505,6249.9997516473,25499.9984436035
919,30,5,0,5,0.900000015894573,1,0,0,0,1,0.330000003178914,0,2,1,25,29090.9088134766,29999.9997110078,7575.75750277975,26787.8776245117
920,56,8,0,3,2,1,1,0,0,0,2,0,2,1,28,30000,28500,6250,29920.0010375977
921,35,5,4,2,4.2400000890096,1,0,0,1,0,2.16000000635783,0,2,1,34,38499.9986572266,29999.9999116968,4374.99998712245,24999.9993896485
922,42,5,5,3,8,1,0,0,1,0,0.240000009536743,0,2,1,32,40249.9985961914,32499.9987085661,4999.99980131786,26999.9983520508
923,42,12,4,3,3.20000012715658,1,0,0,1,1,1.19999996821086,0,2,1,34,31500,30000.0007947286,4375.00011589792,22500.0010986328
924,36,5,3,5,4,0,0,0,1,1,1.11999996503194,0,2,1,35,33000.0020141602,30625.0009561578,4375.00013659398,23750.001159668
